,song,year,album,genre,artist,lyric
26,Every Soldier In The Hood,2011,Shaolin Vs. Wu-Tang (2011),,Raekwon,"(Intro: Raekwon)
Yo, yo, yo, yo
Not moving, soon
Don't stand over there
Shaolin over here, chill, chill, chill, police, man
(Hook x2: Raekwon)
To every soldier in the hood, go in
To every real nigga holding, keep your ones on folding
Take it from a ninja in scribes, stay alive
Keep rolling, and keep your guns on swollen
(Verse 1: Raekwon)
Aiyo, joint loaded, Lotus, big chain cobras
Cloth the certain way, notice
My style's new now, with generals Luau, drugs, guns
Chilling on the cool out, don't make me pop you, this is not cool
Guaranteed to give you something that works, your dump in the dirt
Shitting up blood, fingers is burnt
Many cycles when you fight in my walls,
It's like Michael and the Bulls
See a flying piece of iron, no lying
No fib and no bullshitting, the shines is forbidden
We like Crouching Tiger, you just a fucking kitten
Bout to get that wig re-open and then smoked in
Bitches is watching, snatch you in the open, yo
Twenty-four, seven, we legends, the myth, the riff, the gift
Shaolin bounded with more wiff
Clap 'em with them get down boys, we call them, them niggas
Who want it with us, we the belt holders in the business
(Hook x2: Raekwon)
To every soldier in the hood, go in
To every real nigga holding, keep your ones on folding
Take it from a ninja in scribes, stay alive
Keep rolling, and keep your guns on swollen
(Verse 2: Method Man)
Yo, ay, the streets be calling and shit
A lot of veterans be calling it quits
They be calling my flow I'll, but still I'm never calling in sick
This is Meth Man, New York niggas calling me piff
Fuck the cops that be calling me Cliff, flag me down on the Concord
Police dogs all up in my whip
I get cake, women all in mix, they wanna jump in the six
And groupie niggas wanna jump in your flicks
We live the life, Scarfaces and guns, I used to fight for crumbs
Throw an ace, kick the dice and run
Plead your case, you ain't nice as son, I got the drive to win
So where you niggas get your license from?
Bite an ear, Mike Tyson, uh, that means dough and my nose itch
And coke fiends is blowing they noses
My team got C.R.E.A.M and you know this
So nigga get yours, before the door to opportunity closes
(Hook x2: Raekwon)
To every soldier in the hood, go in
To every real nigga holding, keep your ones on folding
Take it from a ninja in scribes, stay alive
Keep rolling, and keep your guns on swollen"
27,F.I.L.A. World,2015,Fly International Luxurious Art (2015),,Raekwon,"(Raekwon)
Dressed in FILA, change in the beehive
7:30 nigga slick coupe with him, see ma?
I'm rich, my bitch, before and after, kept her well
Sit right there, enjoy the chapter
Bounce, 2 ounces get burnt
Thinkin' bread now, buy more lead, get the dread town
Let's smoke on the furlough king
Switch to Merlot, I know them niggas is bird, they swerve dope
Nobody gettin' it, whores is wicked with it
Little kids growin' up fast, teens is wickeded
No jobs, no checks, it's like rockin' an Olex
Rolex, her father is Cotex
Mother is so vexed, brothers is on X
Niggas is slummin' it, I'd rather see no necks
Dumb niggas, this the decade of bum niggas
It won't work, no matter how much bread you jerk
(2 Chainz)
Inhale it (x3)
Weed so loud, all my neighbors say they hear it
Roll up the strong, inhale it (x3)
Weed so loud, all my neighbors say they hear it
(Raekwon)
I'm usually in the lawsuits frontin'
Comin' out Bank of America, big knot on me, I'm comfy
Roll the joints, jumpin' in joints, niggas with coins beat the point
And we want appointments, yo nigga, get some ointment
Stop playin', start prayin', I just might start sprayin'
Niggas is ass and all day with it
No style with no pals, niggas is so foul
It shows how I only fuck with real, them niggas know now
I slow down, don't wanna catch a charge and go down
I'm too large, drop a bag, use a marksman
Pause, said, ""You don't want no parts of me, kid""
I'm just shootin' you real rap, so go wash with it
A legend with his hands up, suits is glammed up
I'm just bowlin' for millions out in Japan, what
Plannin' somethin', niggas ride around wearin' somethin'
Other than that or rap, I'd rather fade black
(2 Chainz)
Inhale it (x3)
Weed so loud, all my neighbors say they hear it
Roll up the strong, inhale it (x3)
Weed so loud, all my neighbors say they hear it
(2 Chainz)
These niggas is dead already, I use machetes to eat spaghetti
They really couldn't ride a mile on my Pirellis
Bags so heavy the damns collapsed
Conversate about me, that's a chain reaction
Pressure to press in past aggression
Hope your body guard got pain protection
One in the chamber, middle finger, no fornicate
So many bullets in the clip, it's 'bout to sufficate
My uncle was late, my aunt ain't show up
How you gon' tell an old man to grow up
It's like comparin' Earl to throw up
Same frame of mind but a different poster
I'm 'posed to be what I wanna be
Dream so big for the world to see
First class, fruits and tea
And usually the only black man is me
(2 Chainz)
Inhale it (x3)
Weed so loud, all my neighbors say they hear it
Roll up the strong, inhale it (x3)
Weed so loud, all my neighbors say they hear it"
28,Fat Lady Sings,2009,Only Built 4 Cuban Linx... Pt. II (2009),,Raekwon,"(Intro: Raekwon)
{I'm tired of them motherfuckers down the block. Every time I come outside, them niggas..}
Ayo, some major station radio {aiyo, come on, hurry up}
Get the joint, {hurry up, son}
Kill all those niggas, man
We going Ricky Retardo on them niggas
{Everybody just shut the fuck up. I'm tired of using this motherfuckin' grenade right now}
What you seen stupid?
You don't even know what you talking bout, man
You fabricating the wrong shit, man
Both of them niggas was stand up niggas, man
Niggas went to war! You know how it go
In order to be a general, nigga, you still gotta be a soldier (Gotta
Kill ya bloodclot)
Speak about what happened then, man, for real, fuck it, aiyo --
Check this out, man, what niggas is doing over here, man?
(Why you think ya gangsta?) Yo Dred, man, word up, man
(Why y'all don't know nothing) This is ours, man, we own all this right here, man
(Who you? Who ya talk about?) Straight up, man, we know how real it could get
(Who ya talk to to?) But it's gon' be repercussions
(Verse 1: Raekwon)
Punch broke the dread's jaw, pulled the four out
And went off, told him that he can't sling his raw
When he fell, yo, he broke his wrist, his bangles flew off
His Balleys was scuffed, then he blew a kiss
Bleeding out the side of his ear, niggas was staring
And the silk shirt was ripped off, Punch cut his hair
Razors was bloody, he kept hitting, dread grabbed his shirt
Showing his stomach, the kid had zippers on him
Bitches was flipping, they grabbed Tasha, caught her for a Louis
Snatched her titties right up out the bitch bra
No selling over here, Jack, heard the dread mumble
'You be dead in a week' then he stumbled back
Little young Keyon rushed him, yeah, shorty was a vet
Gillette soldiers, shorty hit the neck
Blood squirted, look like laundry detergent, the dread fell out
Right from there, he gon' need a surgeon
You ain't dead yet?
(Outro: Raekwon)
The fat lady sings, the fat lady sings, the fat lady sings
The fat lady sings, the fat lady sings, the fat lady sings"
29,Ferryboat Killaz,2011,Shaolin Vs. Wu-Tang (2011),,Raekwon,"Yo, pass off, man
You know what it is, man
It's that shit, yo, Alchemist, what up?
Good looking
Ferry Boat killas, Park Hillas, infra-red lasers
On the top of the ceilings, can't sneak by
Go downs just like blow hounds, we smother the block
Jumping in front of cars, lending niggas four pounds
Walk, keep it moving, yo, hop in the range
I know you real 'cause I raised you, not gon' front on your aim
We spit together, rocking wrist lights, stunting
Right in front of the parking lot
I'm like that shark wearing, lighting, been Niking
One bling, two bling no, only Boeings
And trips to Australia, yo, my niggas is smoke fiends
Fucking every part of the planet, slam a forty with a salmon
Hit your ho on target, we family
These are big niggas, grown men who travel the world
Calling global drug dealing niggas, moguls
Never locals, only courts I now is sober
And this is real nigga food, Chef giving out his soul food
Get a plate, man
For real, man
Come eat, man
Bulldogs they calling, phantom doors lift up, crawling
Kiss Shallah hand in the Holland
Larry and his guns is weird, six hundred onions a year
No more running, see the morgue, shorty
Wild nights, crew gunning cats, animal jackets and axes
Bulletproof buses, forty backs
Niggas is Romans, then turn around and they gon', then
Hoods is paro', niggas is logged in
Channel to channel, hammer to hammer
Rock a bandana knife like Rambo on the scrambler
Get high, trust your trigger man, logic is the bigger man
Get shit done, hit Orlando
New improved killas is beemer, plasma walls with the niñas
Stick your arm in the back, you jink
Thirty seven, three one five, eleven oh nine
With two T's, it's like rolling up new trees
Light up, man, light up, man
Open that nigga, I'ma blow ya
I'm a give ya a hundred, nigga
Just for that right there
My arm is"
30,Flawless Crowns,2006,"The Da Vinci Code Vatican Mixtape, Volume 2 (2006)",,Raekwon,"(Intro: Raekwon)
Uh... lay back... word up, just bless 'em
With the bulletproof... more cases for ya eyes...
(Raekwon)
Flawless crowns, sevens, bags of black
We kill industry niggaz and build maps
High powered money, blimps with emblems
Pimps, all of my hoes'll spray you under the tints
Yeah, car shows with cases, writing niggaz out in the Beacon
Down in the antics, Lex, you should take it
Wide world of sniffers, spiroglyphics, caesers and blue eagles
I'mma make my music the business
And now for the record, I'm on niggaz, go head, ditech it
I'mma leave you left, freezing and naked
Silverback gorillas, taught to bite tongues out faces
Fleeing in clubs, fly in something silver
Catch me with the Germans, hard body dealing with hard white
Dominican complexion with some hard ice
Can't nothing rock me, I'm legendary
(Outro: Raekwon)
What, what, what, what, what, what, what, what
It's on you bitch... word up...
Back to that ice rocking shit
The muthafuckin' good sneakers on
With the persian muthafuckin' scarfs hanging on
Catch me flying in that muthafuckin' XO
It's on, with the shit on the other side
The steering wheel on the other side, my nigga
You know what it is, it's going down
Cuban Linx man, Part 2, The Purple Tape
It's on, thoro, do it..."
31,Fly Shawty Penelope,2006,"The Da Vinci Code Vatican Mixtape, Volume 2 (2006)",,Raekwon,"(Intro: Raekwon)
Yeah, yeah, straight outta jail
First time nailing me, realer than the obvious
They never said it was gonna be easy
Who can y'all put up with?
The streets... why you coming at me like that, man?
You payin' him? You taking care of me?
What's the matter with you, man?
See this the shit that make a nigga don't come over, man
(Chorus 2X: Raekwon)
Aiyo, fly shorty Penelope, fresh female chick
Straight outta jail, first time mailing me, God
Realer than the obvious, livelyness was on the line
I mean like, the sweetest thing, most seen her kind
(Raekwon)
Bloomingdale patient, slick finance who got a Benz station
Studying law, buying North Faces
Tried by the police, yo, straight up and down
I hold rollies, size six shaconies, daughter, might name her Water
Son, might name him Rich Porter, style, Law and Order
Copped them quarters, it's real, blowing out in Florida
Displaying a game, frame, I'm adoring her
Blasting music, I'mma lose it, shorty romance the music
Just grind, don't dance to it, flexin' with a sun dress on
Shorty refreshin', less you stressed, stop swarmin' on her
Yellin', it's all made basic, taste it
Anybody lace this here, you can blaze it
Rinaldo stepped up, what, ""Lex, you know I got it lined up""
Bust ya gun from the side, what?
Take this thought in mound, your frame might be a dime
But the brain power might not shine
Shorty had a good head once, rolling up blunts, damn
She fucked up, got caught in the crunch
Now, down go her lifestyle
She on the FDR now, with a Audi J, bugging out
Stop that drinking, you wild, project chick, yo
Won't even tuck her chain, nigga, that's foul
Got caught up in the number run, dunn
I need to get my life back, son, share one
Lex laid it out, but she stunt, enter and still smoke blunts
Shit ain't real, she yelling ""Fuck everyone""
Yup, caught up in the midst, I mean glitz
Went from doorags to rich, now he blue hat and switch
I guess, the live way to rap it, shorty went backwards
Now she stuck with a dirty Guess jacket
Keep on, giving out the jewels wrong
Who wrong? Who want? Who trynna-trynna act like you never knew wrong
Now it's raining, now I'm maintining, gaining
Probably gaming with positive aiming, long dane it
Stepped in, jumped in the car, fuck God
Put the Wisdom for Knowledge, you bond, whine too hard
Shaking her ass, walking out to the garage, you large
Fuck men, fuck who weighing nods
Stopped, took a peak at the stars, the Zodiac, a fine Mars
Or lose it for a chick behind bars
Wash, waking up Lars, aiyo collect call Taj'
Let's take a half a million in the cards
Laying up, at the Laborage, say I need a massage
Stressed, jumping out the Guess jumper, charged
Wifey material, make sure y'all observe the ariel
I'm mailing this through ya stereo
Wifey material, make sure y'all observe the ariel
I'm mailing this through ya stereo
Wifey material, make sure y'all observe the ariel
I'm mailing this through ya stereo"
32,Forecast,1999,Immobilarity (1999),,Raekwon,"Turn me up (feel me like) let me get a feeling of who love me
And who I love (that's what it's all about though)
You understand?
First you got to know how to move (the forecast calls for...)
Then you got to know how to make moves (straight up)
All y'all
It's eternal (what?)
(We getting on the ninety five?) Yeah I like that word
(Yo) we bringing it from here (don't drive too close to the ?heava? nigga)
Understand? (Come on) let's go let's go let's go
Yeah that's right (right)
What up? So what is it called? (you know what its called kid)
Yo (how much I, how much I implement my thoughts to you?)
Yo, hey yo shout out New York
Philadelphia my sword talk
Praises due
The block favors you
New Jers with the guerillas with the most sexiest birds
Vehicles and shit shout out your word
Fox premier
My niggas in Connecticut yeah
Upstate, Albany got love here
Rochester all the way down to stretcher
You large Long Island niggas definitely paint a picture
Chicago peace
Maryland take cheese
Baltimore lock it all down yo lets increase
Boston stay flossing
My eye like Steve Austin
Seeing how y'all bought Rae fortune
Texas yo
How many lexuses y'all goin' flow
Y'all niggas doing it is love yo
Miami and North Carolina like family yeah
Spoil a nigga like kids with cotton candy
Yo Va. all the money makers generate
Shorty driving around still making ten a day
L.A. yep its real when they tell me
Yep I know it's ill 'cause police tried to kill me
And oh let's politic and make dido
D.C. I hope y'all feel me when I ble-do
Atl., Tennessee ring bells
Out in Ohio bumping twenty inch wheels
Yeah San Franciso, Vegas, Illinois, Dallas
Minneapolis cats rap with us
Michigan yeah Rollie Derm burn
Phoenix, Sacramento really care
Bitches on the air
Portland, Buffalo, Toronto
Stay Brolic in the Giants like the Denver Broncos
Yo South Carolina bring the drama
Still in all like the way she ball
Yeah she yelling she my baby mama
Japan coma
London, Germany, China holla
Africa my brother
Russia light a dutch up
Indiana where they all throw scramblers and they cut ya'
Jamaica yep Bahamas
And we honor everything
Homage
Looking Guyanese in Ghana
Detroit saying go head do your thing boy
Puerto Rico come on through Raekwon my boy!
Louisiana and Canada
St. Louis, Florida you're on what? Candid Camera
He like master in Nebraska
Fleeing in white mink on god G-ing in Alaska
Laid up Brazil play real
Got like fifty K in a briefcase Rae'll chill
What? You know the plan
Laying up in Amsterdam
Blowing nine grand
Batting a white man
Ooh tell me it's me you want baby
Got to tell me
Why don't you tell me girl?
Tell me it's me you want baby...
Ooh...
Ha ha ha ha..."
33,Friday,1999,Immobilarity (1999),,Raekwon,"Friday nigga
What's the word
You got something for me
I'ma see you in 2 seconds
Right, yo pull my Rover on the side
Right there police coming man
Heard me
Yo up in the game on 4 in the morning
And it's storming and we blitzed
Just rocked another wig yeah we on it
God had blood on his sweat pants
The way the tech dance
On a nigga face
Son ain't have a chance
Seen him high pitch yellow nigga
>From outta town a young mellow ally
Trying to run through
Hell and song called the dogs to get on him
When we caught him the only famous nigga
Was a lord in his forum
Bum nigga fresh outta jail
I used to play baseball wid him
Till he got large son bought a whale
As you're by the entrance
Guess it's real nigga night out
He moving on his own negligence
Yo Lexxy strap up meet you in the back
In the Acura spectacular big key stackeler
Seen a nigga gymed down fresh haircut
Trying to swim now
Aqua green Avias on brim style wild
We walked by eyeing 'im
Shorty ain't looked
He trying to get fly
My niggas ain't dived on him
Kase had the mack in the vest
The way he moving might be dressed
He made two rights nigga move left
Standing by the incinerator
Thank God he your generator
I can tell bought his lady swade gators
Yo now it's time to move
Spit nozzles on the tools
Might just bust him quiet style rules
He walked out the crib yup drinked
We at the elevator base
Staring at the nigga chains shake
We looked at him seen all crooked
The we flashed on him
He knew we was live
My man Boo stashed on him
Pulled out take of the wool
Nigga cool out
Walk you out the bulding
Betta run nigga move out
This nigga liver than fuck
Larger than fuck betta kill me
All y'all niggas is butt
What spray it up
Took the chains in case
Shot him at point blank range
He started screaming like a cave man
Blood got a salty taste
I can tell furniture fell out his place
Laced now it's a case
Threw up vomit on my Kobe
Snatched all his ice now
Chrome teeth boating of a loan key
Didn't know the kid was large
Hour later call from jail
Mexicans surrounding the Gods
Chill you bigga than the ocean
Slow motion play it off no emotion
But my man in there grossing
What to do they might kill him
We might kill you circulate death
That's how the real do
We sat there 3 live macks of the year
Crack beers one nigga in the back
Washing off his trackers
Don't take it serious
Vivid flow luxurious
I'm hearing this'll
Make a real nigga curious
Friday my day chill pop
Leave 'em on the highway
Betty won't never fly my way"
34,From The Hills,2011,Shaolin Vs. Wu-Tang (2011),,Raekwon,"(Intro: Raekwon)
Yeah, come on, man, aw shit
It's that fly diabolical, come on
Let's go Ra, come on
I got to tell 'em, man, I got to tell 'em
Based on a true story, y'all
Yeah... prophets, nigga, prophet
(Chorus: Raheem DeVaughn)
From the Hills of the Shaolin
All the Wu-Tang came, from far and wide
From the Hills, of the Shaolin
With an iron fist of fury and a mighty sword
To fulfill the prophecy of the Wu-Tang, of the Wu-Tang
(Verse 1: Raekwon)
In the Polo store, fronting in war clothes, it been like this
From right in time when I was nine years old
I was a hot mess, smoking cheeba, running with stolen speakers
Dropped beepers, even wore a victory vest
I run with niggas, digging knots from niggas, running out the school
Stunting, back of the bus, flashing the ox
Rock the V-Gooses, everything we wore was name brand
Sold three looseys, just to get on call plan
R.E.C. Poss' Rockers, the Blip Brothers
Even the Spin Doctors, sat and smoke blunts, I been bopping
All my kins blew up, we grew up with
We used to do what? Running through the sewers and then shopping
Pick pocket, deuce baby, take it in truce, baby
You know how we do, come run in my boots, baby
The niggas came through, touch the God, here Shallah
Ever since went from ninjas to gem stars, sing Ra
(Chorus: Raheem DeVaughn)
From the Hills of the Shaolin
All the Wu-Tang came, from far and wide
From the Hills, of the Shaolin
With an iron fist of fury and a mighty sword
To fulfill the prophecy of the Wu-Tang, of the Wu-Tang
(Verse 2: Method Man)
Reunited, another LP, we're all excited
That reckless eyeballing will get your girl indicted
My touch like Midas, I cramp your style, arthritis
These niggas is food, I eat they food, nigga-ritis
Your man don't snooze, insomniac
This The W, the Clan don't lose, you putting hands on who?
Hands down, I can handle you, you half man, half animals
If you are what you eat, and eat pussy, you's a cannibal
And stopping me, is what you cannot do
Either get in the game, get out the way, or get ran right through
I ain't different Method Man like you
But you ain't like us, we play rough, my community tough
And little kids in my community cuss
Y'all be showing your guns, but the ones in my community bust
And when they do, you give the jewelry up
(Chorus: Raheem DeVaughn)
From the Hills of the Shaolin
All the Wu-Tang came, from far and wide
From the Hills, of the Shaolin
With an iron fist of fury and a mighty sword
To fulfill the prophecy of the Wu-Tang, of the Wu-Tang
(Outro: Raekwon)
All the niggas came through
Yeah, from the Hills, Park Hill, Shaolin
Stapleton, New Brighton, nigga
West Brighton, the Park, nigga
Wu-Tang, South Beach, nigga
Yeah, muthafucka, yo"
35,Fuck Them,1999,Immobilarity (1999),,Raekwon,"Method Man:
Yo, yo, yo, yo
Fuck you
What you wanna be when you grow up
You wanna be thugs
You wanna be pranksters
You wanna sell drugs
You wanna be gangsters
That's what silly boys are made of
Raekwon:
Aiyyo, aiyyo
Cool G's and forty seven flavors
Display swade gators
We comin' through
To blaze neighbors
Meet mark and pardon me to heat mark
A dutch spark it
Lex Leonardo arts profit
Apple cranberry mixed with crystal
Fan worry
Desert mountain crib in the ground
We arsonists
One point five a liter
Take a taste
Splash your heater
Smack your face twice
Clap your sneakers
Shit is like a mission to Mars
Fishin' for bars
Takin' what's ours
Knowledge the car Pa
Don't be stupid
Get a little cash
Better swoop it
Throw it in the ground and recoup it
Next check was best
Your family pack your shit
Get vexed
Leave a nigga standing in a bag of leaves
Some niggas catch on later
Try to put them on they haters
I met eighty of them niggas yo
Waitin' on the sidelines droolin'
Some need schoolin'
Let me teach yo
And roll a student what
Rule one
Yo respect if you lose son
Don't be big back about to learn to move dunn
All hell to niggas in jails
With sharks in they fishtanks
Now he come home he a whale
Wolves in the projo's, projo's yo
We realer up in my shows yo
Middle finger five O's
Take time to climb vines yo
Lay on the lines
Like Laury only lovin' Rae kind
Sun splash cash layin like three bags of hash
Fully wrapped in a Indian man's stash
Method Man:
Aiyyo
Raekwon:
Aiyyo, get up
Lex should be braggin'
Get it up
Fuck shorty got cream in a mean truck
Prop-ness she hollar like the Loch Ness
He large rock this
Fresh Ferrari in a drop six
Fro's
Yo talkin' about the dough on his clothes
Glaze is crushed up pokin on rolls yo
Oh yeah and maybe gettin' cream
See what I mean black queen
Stop actin' like crack fiends an'
Brawl we wanna thank all of y'all
Play the wall hype
Checkin' how this lady walks stay hawkin'
Grab the remain, divorce (Uh)
Shame came to yours
We like green
Rock the same gameplan, ours (Yo, Yo)
Method Man;
Ladies and gentlemen
Your about to see
A pastime hobby about to be
Takin' to the next degree
By M-E-TH and the bloody Chef Boyardee
Watch out bitches is too nosey
Backhand slappin' the phoney
Got to walk it off can't mosey
Who got you open up
Crack pipe still smokin'
Face frozen
Coke straw stickin' out your nose and D
Proposin' that you bleed on the Chef apron
My thing hold down the play-pen
And say the nursery rhymes they makin'
Come on now
Shits too real
Fuck you and now your man feel
Time don't stand still for y'all bitches
Wanna Big Ball
I got two for you to juggle in your jizzals
I'm losin' it now
Throw in the pieces like a jig-saw
Aiyyo
She multi-colored like a rainbow
Mr. Meth and the Cuban Link kiddo
On tracks we connect, politic ditto
Take that to that"
36,Gihad,2009,Only Built 4 Cuban Linx... Pt. II (2009),,Raekwon,"Since rap got locked right before we visit the 90's
Chef in the kitchen cookin' up wit the crimeys
It's late Fall, dime season
We bought the crib next to Bill Clinton mother 'cause she fuck wit the Chinese
They hit niggas wit heron, there's 14 of us
Beamers, won't stop pitchin' the Chevron
It's packed kid, black kids don't know how to act
They flashin' Macs, Gilettes, a couple of stacks
Yo, the system's oopid
Yup, shorty wit the dunks on, the dunks get provided and swoop kid
And bloodhounds is hatin'
They knowin' how the kid get down
Silent shottys wit grenades, I'm waitin'
And everybody love vintage
You see like 4, 5 niggas wit half-moons and wave intentions
What's really good?
The 'dro hit 'em, killed him in the hotel
Heard he had some old chick wit 'im
That's how we make it happen
That's how we break it down
Hood all day nigga
Watch how we take the town
That's how we do the do
Just know who is who
Acknowledge me all day and understand
Wu is Wu
Yo but on the other side of town it's Tony
Laid up
This white chick wanna gargle my nuts
I put the Bailey's down, tapped the blunt out
Grabbed her by her hair, watched blondie love whip my dick out
Spit drippin' down my balls, she slobber me
That's right, suck that dick, get it hard for me
Pyrex in one hand, large amount of grams in it rocked up
And she pregnant, my lil' man got her knocked up
He popped up (oh shit!)
I'm like a crooked cop, Richard Gere
Big smirk on, getting' my cock sucked
He pulled the joint out, a bullet spun out
But it was too late
Already nutted on the side of her mouth
Side of her face and hair like Somethin' About Mary
I can't front, my son gun look scary
Chill, she's a whore
You knew it from the time we ran trains on her
And you still fucked her raw
C'mon son, gimme the gun
You gonna kill me over this bum-ass bitch you can't resist?
Remember Vell had her in the Telly, takin' the fist?
Watch how you aimin' that shit
You should be aimin' at Trish
She take a bone like a rib-eye steak at Ruth Chris
Yo be easy on the trigger son, you squeezin' the fifth
I only did it just to show you she's the easiest bitch
He came close, had to duff him, nigga gimme that shit
That's how we make it happen
That's how we break it down
Hood all day nigga
Watch how we take the town
That's how we do the do
Just know who is who
Acknowledge me all day and understand
Wu is Wu"
37,Glaciers of Ice,1995,Only Built 4 Cuban Linx... (1995),,Raekwon,"Intro: [LP Version]
Yeah
Yo son we gotta take it and go get the Clarks man
Yo, check it out, yo
Yo, I got a new, woo! Niggaz don't even know son
Yo check the joint
Boom, yo I got a crazy idea how to do Clarks now
Check it out, boom, this how you freak em, boom
You go get you go get the cream joints right? Boom
Now now, all you all you dye, is this shit right here
Boom, and this, yaknowhatI'msayin? Any color you want
But it'd be like, blue and cream, yaknowhatI'msayin?
Shit like that, niggaz don't even know this stuff
Word is bond I'ma rock niggaz this summer, on the real
KnowhatI'msayin? Yo son, I had crazy visions
Check it out check it out check it out, boom
Just imagine if you buy, ooh! Check it out
Just imagine you bought navy blue, right
A navy blue, a navy blue pair right, boom
Of this, of this shit, knowhatI'msayin?
But dye gold top and got cream on top
Then you can have any color like
But you gotta drip it like it's marble cake...
Intro Two: Raekwon the Chef
KnowhatI'msayin? Yeah yeah yeah yeah
Check it, yo, yo, yo, yo
Verse One: Raekwon the Chef
Stand on the block Reebok gun cocked
Avalance rock get paid off mass murderous services
Chef break em, watch the alley cats bake em
Watch the alley cats bake em
Four-nine made em, Jah create 'em take em
Quick fast we reflect like the sky be blue true
Wu-Tang saga continue
Rap Myer Lansky, crash ya fantasy
Get high fellas, stand by, 'here's the plan, see?'
Sit back collectin' Tecs N checks and
Blowin' slow in a Montaro flexin
Beats break heavily word to INS bless me
Blow me like three bags of cess
For real from the Killa Hill locked and caged in
We're swarm representatives, reactin like paid men
Strive for why's, nine lives in lies
Max sell and enjoy the highs -- what
Chorus/Break:
[Raekwon the Chef] The treasure is the glaciers of ice
[Ghostface] Orginal man
[Raekwon/Ghost] Posess the power to hold G's guns and grams
[Ghostface] Caker baker
[Raekwon the Chef] Pull off a keystone caper
Point out the baddest bitch in the crowd
[Raekwon/Ghost] And I'm a scrape her
Verse Two: Master Killer
Proceed with caution as you enter the symphony
Degrees of pulse will increase intensely
Syndrome was caused by the deadly drums
But the battle was won by swords being swung
Slicing with a vocal
From the international vocalist
Ya style is too local
To fuck with this
All fits of antagonists
No assistance movin motionless
Mysterious swiftness
Thoughts roll down the shaft of the brain
Mental gives the signal to the physical
Whirlwind kicks and hits from every angle
Violent temperments
Uncountenance dented
Poison vintage wine rhymes I invented
Chumped by the drunken punches that punches the heart
Vital sparks from the arteries start
Verse Three: Ghostface Killer
The treasure is the glaciers of ice original man
Posess the power of hold G's guns and grams
Straight up and down it's all good
Peace to them check castin chain snatchin gun flashin
Niggaz in the hood bubblin good
Analyze stocks, we'll be buyin lion heads and cloths
To all my house bitches, Starks will be home soon
I'm on tour chill, catch you Ninety-Six in June
But until then my ten-man team be safe
Chill on the whips to settle this, we can all get laced
Take a boat cruise, sip daquiris and max swimmin pools
Fly jewels Wally shoes blow stacks relax kid
Black kids got a cravin for grapes until we get back
I'm packed leave the Mac that you're with
But whatever, I gotta hit other sides of the Earth
Spread Wu-ness, foolish, civilization's cursed
But luckily I'm born to be wild and aure-al
Move crowds collect twenty thou and then we out
Heavy convoys my crew keep pretty boys paranoid
Blow like a steroid pat Dan's they're Akyroid
My seeds growin' his seeds marry his seeds
That's how we keep Wu-Tang money all up in the family
Chorus [all done by Ghostface]
Outro: Ghostface
My seeds growin' his seeds marry his seeds
That's how we keep Wu-Tang money all up in the family
{It's been a long time...
Since Wu-Tang family came to shine...}"
