,song,year,album,genre,artist,lyric
26,Dollar,2007,Made (2007),,Scarface,"Dollar...
Dollar...
(Scarface - Verse One)
I'm bout my game
Can't take shit light
Rich today
Be broke tonight
I duck the pin
'Cause I seek the light
On my grind
My grind's my life
My life's my hood
My home is slums
My boys is deep
Hoes is young
Funk is here
I'm out the way
I stash the cash
For that rainy day
Those days to come
My storm awaits
I save for now
For babenapes
For cars and wheels
For grills and chains
For cows and bulls
For screens and bang
For candy paint
My life done changed
My kids is grown
I needs the bank
My bank foreal
I leaves behind
A name that lives
For years uhuh
Big weed and drink
Rims and candypaint
Fresh shoes and clothes
Keep several hoes
Y'all idolize
Me, I do it for the dollar
Girls slide down the pole
Niggas trick for hoes
We sell tons of dope
I ain't never broke
Ain't my fault that the world revovles the dollar
(Scarface - Verse Two)
I dips to clubs
Gets major play
From major hoes
In a major way
Short skirts and boots
Thick ass with thighs
She said it's yours
Come fuck me eyes
Got hoes with jobs
Got hoes with games
Got freaky hoes
That dance with hey
They likes my style
And I like they ways
She wants what's mine
And I want what pays
I love these hoes
Without my heart
I fucks they mind
Not private parts
They falls in lust
Dick game in truth
She leaves her man
'Cause I keeps her loose
She dreams of me
Just met the chick
She mean to you
'Cause you stressed the bitch
I takes her home
You sweat the shit
She rolls her eyes
Like the exorcist
It's in my blood
Been real for deep
Ain't changed a bit
I claim the streets
I've left the hood
But made it back
Sold cocaine
Smoked and I jacked
Prophets from crack, bought cockpits and gats
Bulldogs and hogs
My life I rap
Put down in words
Dope fiends in packs
My block I love
And they love me back
Homeboys is feudin'
Got hate for none
I rise foreal
I stay with guns
I sleep alone
'Cause I trust myself
Respect for all
But I deals in death
That's real in depth
Can't bite my tongue
I speaks my mind
That's where I'm from
That's how I'm raised
I'm cut from that
That's how I'm made
Can't fuck with that"
27,Dope Man Pushin',2015,Deeply Rooted (2015),,Scarface,"(Papa Reu)
Dope man pushin'
Dope pushin'
Dope man pushin'
Dope, dope X2
On the corner
Dope man pushin'
Dope pushin'
Dope man pushin'
Dope, dope X2
On the corner
(Scarface)
Nigga I ain't starvin, I'm the dope man
Got no fam, I'm heartless as they make dudes, I'm programmed
These niggas out here flashin, that's a no-no
I'm cut from that old law, We don't talk to Popo's
A killer out my door-door, you peaked in
Solo when I did dirt, bar none of y'all, I'm seasoned
Go dumb-dumb if they forcin' me to squeezin'
I don't hesistate 'cause I know I can keep a secret, nigga
(Papa Reu)
Dope man pushin'
Dope pushin'
Dope man pushin'
Dope, dope X2
On the corner
Dope man pushin'
Dope pushin'
Dope man pushin'
Dope, dope X2
On the corner
(Scarface)
Set up on my corner with my 50 pack
Sold it rock for rock, and then I double back
Moved around the corner, had them niggas pumped
Every other day, I scored another hump
Ounces, nigga, ounces up on ounces, nigga
Bitch, you out here frontin, you's a bouncer, nigga
Hangin' in that club, talkin' loud and shit
Bump that 45, and got you out of this
Ever seen a nigga with that pistol out?
Walk up in your house and stick it in your mouth
Dope man, nigga, fuck you talkin' bout
Shoot yo ass twice, and then I'm walkin' out
(Papa Reu)
Dope man pushin'
Dope pushin'
Dope man pushin'
Dope, dope X2
On the corner
Dope man pushin'
Dope pushin'
Dope man pushin'
Dope, dope X2
On the corner"
28,Dying With Your Boots On,1993,The World Is Yours (1993),,Scarface,"(Scarface)
Trouble seems to catch a motherfucker with his cards down
Gotta keep my drawers up, shit's gettin' hard now
These motherfuckin cops be plantin shit on these niggas
Simply because these niggas got bank accounts that's bigger
I just can't get no peace from you motherfuckin rollers
Everytime I pull my Benz-o out, you pull me over
I'm sick of motherfuckers who be jocking Whitey's coattails
Blacker than a motherfucker, sweat me 'bout my dope-sales
Niggas just take your cut and get your ass up out my face
The only thing you probably get from me is a cock-sucking pistol case
Unless you plan on plantin a lil' somethin' in my shit
Just because you ain't got shit, bitch!
Give 'em a badge and a trigger and that makes 'em figure
That they can fuck with a million dollar nigga
They got you mixed up, fixed up at the Segas, shookin Indo
Gettin' fucked up in the gank-hole
The only way you'll whip that motherfucker is when you whip that motherfucker
And we choke the motherfucker (Man, fuck that motherfucker!)
So when you hear my song and wanna get it on
You better come prepared motherfucker, you dyin' wit'cha boots on
(Put ya foot in my shoe, and let me try on your boots)
Dyin' wit'cha boots on
(Put ya foot in my shoe, and let me try on your boots)
Yeah
(Interlude: prison guard talking to inmate)
Guard: Do you know how many years you're facing inside?
25 to life and that's on the real
So you better snitch on your partner
Inmate: Fuck that! It was Brad Dawg, I ain't goin' out by myself
(Scarface)
Niggas gettin' caught, doin' time, so they snitchin
They pickin' niggas up on a funky ass suspicion
We'll be goin' down for some questioning we think
And end up gettin' hit with the fuckin' kitchen sink
Racketeer and laundering, Kingpin wondering
If they got some unsolved murders, then give him some of them
Just because we're niggas and they figure we're no smarter
We'll sell each other out, and start rattin' on our partners
They start bringin' up shit that happened back in '85
And then comes the largest jury, bitch, they fuckin' time!
You might as well play the state cause you gon' do day for day
And sellin out your homeboys ain't the shit
'Cause y'all gonna have to die in this bitch, bitch!
Lobbin wit'cha white suits on
And dyin' wit'cha motherfuckin boots on
(Put ya foot in my shoe, and let me try on your boots)"
29,Emeritus,2008,Emeritus (2008),,Scarface,"I'm just another ghetto boy
Single parent upbringing, mama's pride and joy
Dad died 'fore I got a chance to meet that dude
So I was raised in the hood, in the streets I grew
Seen it all, it ain't too much I ain't done yet
Let my nuts hang, nigga I ain't scared of shit
Seen death in my eyes, musta not have been time
'Cause I'm the last of this motherfuckin breed of mine
Yeah and can't nobody tell you no different
The nerve of this motherfucker sayin' I'm tripping
The nerve of you motherfuckers questionin this
When I'm as real as a realass nigga can get
And I was raised with that g-code imbedded in my blood
And I would rather die than tell on a nigga from my hood
Or tell it on a motherfucker period
I take the code to the game that serious
The streets got rules, it's certain shit you don't do like
Sayin' it was me when you knowin' that it was you
It's not defamation if what I'm sayin' is true
Picked a fight, got beat, now this pussy is tryin' to sue
Bitch, you knowin' what the outcome was
Fuck with one fuck with all, we were bound by blood
Not the blood of the gang but the blood of James
It's out of love for this nigga we pump slugs in frames
That's the type of dude you're listenin to
Soft to you for a minute then I'm trippin' with you
And since you want it with me I'll position them goons
They carry out the order to this mission and boom
Ya out, now what was all this chit-chat about?
A word from the wise, keep my dick out ya mouth
Apparently I been too lenient on dudes
Cause you niggas done forgot who the streets belong to
I'm the motherfuckin king, I'm the motherfuckin mayor
I'm the president, the don, the boss of all players
Remember me, the one you got your idea from?
Well I'm still here, planted on this block I slung
So fresh and so clean, complicated rhyme schemes
You niggas is monotone, ain't no fuckin' with heat
I'm a motherfuckin g and if I'm lyin' then poof
May the Lord strike me dead in this motherfuckin booth
I'm the truth, emeritus, the F-A-C
The M to the O to the motherfuckin B
OG, to the critics analyzing my shit
Thinkin' so-and-so is better, you can suck my dick
'Cause it's been 20 years and counting and I still ain't bouncing
Fuck the club I'm a true thug, the realest nigga out here
Yeah I listen to them bullshit caps
Or how they so-called shine but that bullshit's wack
Steady on my grind and when I pull this strap
I'ma show you what I mean by ""These fools just rap""
'Cause I'm just as greedy as the next man is
I see 'em sellin and then I'ma feed my kids
And it is what it is, you can take it how you want it
Motherfuck who I offend they can meet me on the corner
It don't matter who you is or where you come from punk
When you see me that's the motherfuckin bell, bitch, jump
'Cause I'm tired of you niggas disrespecting the great
I am legend, it ain't nobody fuckin' with Face
My catalog's timeless
I could go on for days and days
Let me count the ways I got paid
It's over when I leave this stage
I'ma turn the page, say goodbye to Face
Wave"
30,Faith,1997,The Untouchable (1997),,Scarface,"Deep in the mind that wide opens
Right here we stand alive, we live focused
We open-minded, still we die hopeless
With our pride broken and bullet holes covered where we stay at
And everybody's playing for keeps, most people pray that
We all make it up out this godforsaken place that we've been all faced with
We take our chances but they all wasted
And once again you see me (marching, mobbing)
But how long must I continue to see my homies dodgin these marksmen
The whole nine put on the line but never in mind to become the head sergeant
We all targets, the votes are in, but they ain't ours
We got these politicians running their game to regain power
While our whole black community sours
Crime rate towers, plagued by white powders
And they claim to helping us to clean up our community
But ain't no open opportunities, impunity
Is what these demons use to regulate
We keep in mind we can run but we can't hide cause the streets we walk are never safe
Still all my shattered hopes and dreams remain scattered
Broken into thousands of pieces, smashed and tattered
But it don't matter, hipocrisy in your democracy
Is stopping me, so I'm retaliating properly
Theologically, society has got me pressured by the hate
And Heaven knows I have faith, I have faith
(I just wanna celebrate) --> Rare Earth
(I just wanna celebrate)
Have faith
(I just wanna celebrate)
(I just wanna celebrate)
Rudely awaken from this bad dream
Thinking my conscience wants to tell me something because of these bad things
(Past things) got me in the center of these mad dreams
(Flashing) homicidal (?) fatal slashings
Now I'm asking: explain to me these visionaries Brad's seen
(Past things) sad things killed him 'cause he had dreams
(A sad scene) but all I ever wanted was my mind back
Now I'm that nigga trying to find out where his mind's at
The time that it took myself to figure out my mind's gone
My mind crack, slide back, look at all the time gone
Rewind back, comeback, understand my life gon' make these cuts that won't change
But things look so strange, the plague
I gots to get myself up out the frame
Try to maintain the same game flipping 10 and flame Jane
A damn shame, people gots to always check your background
To jack now, come jack now and I'ma leave you flat down
Come back now or back down, homie, this is always all day
(Killer) in these dark and lonely hallways
Cause all they wanna see is all us brothers boxed up in caskets
With plastic bags in every bathroom getting blasted
It's drastic, mama help me calm down cause your son's sick
Don't watch me get gunned down for the dumb shit
Then the gun click and now I see the other side of black space
My last day, sad case, Heaven knows I have faith
(I just wanna celebrate)
(I just wanna celebrate)
(I just wanna celebrate)
(I just wanna celebrate)
New day brings about change, everybody's searching for the light
The daydream schemes of living life
Has got us tossed up, believing we controlling our motions
Got the answer in space beside the view behind the ocean
And adapting to the everyday struggle's got us stressed
Cause the fact we know we here one day and could die the next
You've insisted to take equipment to the solar system
Trying to ensure your sole existence
Now tell me: do you think that when the bang goes boom
You can pack up all your things and aim for the moon?
It's unlikely, but you might be equipped with with proceeds to save lives
But you die when the King say die
You can race it but you can't shake it, stop trying
Try to hide it, cause you can't face it but you're born dying
God, please forgive us 'cause we're human not perfect
And the devil try to fronting but it's not working
How can we all sit suspended in space
Just spinning in place and ain't extended in faith
Man, wait -
(I just wanna celebrate)
(I just wanna celebrate)
(I just wanna celebrate)
(I just wanna celebrate)"
31,For Real,1997,The Untouchable (1997),,Scarface,"I got this coffee pot of white soap
Stuck my hanger down the center
When I entered I spent it cause it was like dope
But on the real-a he was jackin' me for scratch
Cause out of 36 ounces this motherfucker brought me 20 back
I'm slanging 20 sacs 'cause I done lost 16
And these goddamn streets ain't going to bring me back
Now could it be the southside big baller
Bolo rock slanger stones done got slaughtered-damn
I'm going up on my whole thangs
And stepped on don't go runnin' my clique 'cause it's a old game
And all I ever wanted was some hundred stacks
I went from slangin' o-z's to movin' hundred sacks
Gotta make my money back
'Cause I done came too far up in these goddamn streets
To get my money snatched
I'm so for real about this motherfuckin skrill
That any obstacle obscuring my paper is gettin' killed
For real
(Scratching and mixing)
All I have is this small skrilla
I know this nigga run this game of life
So motherfuckin sheist that at night he got to sleep with lights
'Cause he done come across with shit so shade
That mutha fuckers comin' with clips to locate him
Ain't no waitin and once they spot him they gon' sure face him
And once the got him they gon' sure waste him
This ain't no mutha fuckin' joke nigga it ain't worth it
And even if your mother gets in it you can't surface
It was all purpose
Just like that bullshit you was serving it was all purpose
We all chipped in nigga and we all hurting
I gots to grind just like in eighty-nine
When a niggas 25 cent pieces look just like baby dimes
I'm on the corner selling whole eights
I don't remember being this fuckin' paranoid since I sold weight
I went from 50 sacs to 50 packs
And all because this motherfucker got jipped he wants to jip me back
But when I find him I'm gon finalize him
Just to let a nigga know I'm for real and down to die for mine
And I'm for real about this mutha fuckin' skrill
That any obstacle obscuring my paper is gettin' killed
For real
Game made to be swift since eighty-six when I started
Seems like niggas with hustle got outsmarted
Cause now they wanna analyze they homies for scratch
Catch them when they sleeping come down and up scrap
And even though I plotted hittin' niggas for ends
I never took out straps and shot gats at friends
It was all about being for real where I was from
Where very few niggas came real but I was one
I dedicate this to my homies stuck in battle
Living life being caught up in this mutha fuckin' gamble
The game made to be changed but the niggas still started
Cocaine seems to be blamed for the niggas gettin' slaughtered
How many times you had your homie shot
By the same mutha fucker whose game came from your homies block
Niggas get caught up in the paper chase
And lose respect for the game
That was honored before the cake was made"
32,Forgot About Me,2008,Emeritus (2008),,Scarface,"(Feat. Lil Wayne, Bun B)
[Billy Paul:] {""I know they miss yoooooou... ""}
(Chorus: sampled from Billy Paul's ""JUst a Prisoner"")
It seems like every-BODY, everybody, everybody
Everybody forgotten about me...
Will I ever, ever, EVER, be free?
Huh, uh, HUH?
(Verse 1: Lil Wayne)
Just when they thought it was safe
I picked up the phone and called it a day
I bought a new car, caught a new case - fuck it
The harder I walk, the ground shall shake
Stompin, the harder I march, the ground will break
I am, groundbreakin, like an earthquake, heh-heh
Yeah, I run this shit, but I'll tackle it
You want me to break it down, I'm a fracture it
My mind is wanderin, I can't find it
But ten times outta ten, my mind on the mon-ey
Bandana around my head like I know karate
And I'll wax a nigga's ass like Mister Miyagi
And it ain't over till the fat lady sang
And that bitch got a whole lot more weight to gain
And call me by my new name
(... What is that?) featuring Lil Wayne
""It seems like every-BODY, everybody, everybody
Everybody forgotten about me...
Will I ever, ever, ever, be free?
Huh, uh, HUH""
(My nigga, featuring Lil Wayne...
Came here to fuck with me tonight, shwaty)
(Verse 2: Scarface)
I am as, real as they come as hard as they get
They go to talkin' off the wall I put a par' in they shit
I'm the o-riginal gangsta, I'll tell you how I do it
I take niggaz from the jump when they step to me with that bullshit
I am a fool, bitch, a native H-Town from the south side of Houston
You're tuned to the sounds of a nigga, who don't give a fuck
'Casue one way or the other
I'm gon' still get mine, play the game, motherfucker
The truth is in the building and I came tonight
And I done sold so many records, change my name to life
'Cause I can breathe into the hood, make it feel my pain
And even though they try to change me, I remain the same
And even if I did have that chrome-plated grill on my shit
I come from out the motherfuckin bricks
Now, never forget, where I come from, son
I'm respected in these motherfuckin streets I run
I'm Face
""It seems like every-BODY, everybody, everybody
Everybody forgotten about me...
Will I ever, ever, ever, be free?
Huh, uh, HUH""
(My, nigga)
(Verse 3: Bun B)
It's Bun B, the nigga Mr. Swisher, and Mr. Flows
Mr. Brick, Mr. Killer Grams Nigga, Mr. 'BOWS
Mr. Slab, Mr. Candy Paint, nigga Mr. Dough
And Mr. Eighty-fo', hatin' hoe, we think yo' sister know
When I hits the do', motherfuckers drop and kiss the flo'
Light bulb flow, I glass shatter, transistors blow
I'm the shit fo' sho! Roll with it, bitch or [? ] worm
I'm hot in this heat, a head shot'll keep your perm burned
It's my turn, I earn stripes and paid dues so
Don't be surprised if I'm in a trap or own a new show
I don't TRY snitch, sneak diss or even backdo'
Balla block, a short stop or drop down in Fat, hoe
(What!) I don't keep it a hunnid (huh), I keep it a thousand
I'm hood, so I rep the hood, direct from the public housing
(Manye!) I got it crunk like Obama in a 'Fesco
Nuttin less than the best, hoe
Nigga, let's go it's U...
""It seems like every-BODY, everybody, everybody (muthafuckin G...)
Everybody forgotten about me... (K, fo' LIFE!)
Will I ever, ever, ever, be free? (Long Live the Pimp!)
Huh, uh, HUH"""
33,Fuck Faces,1998,My Homies (1998),,Scarface,"(Scarface)
Man I met this chick so fine
So bad She made me sick some time
I just had to fuck this bitch one time
I met her in the galleria shopping, buying
Gifts for some guy that she dating, still shot
Second anniversary and I'm congratulating that
But man she had an ass so fat
You couldn't palm it with Shaquille hands
It seems to me she had the whole world in her pants
Walked behind her whispering love songs
She started smiling so I handed her this bathing suit
And told her try it
Replied, while with these light brown eyes
I'm shopping for a lady friend about your size
She put it on so I paid for
Then I told her she could keep it
And then I walked out the store, it's our secret
But peep it
Made it down the hall, she came running
Bags about to bust, blouse wrinkled, but still stunning
I don it
Made a mack move and girl chased me
And shortly thereafter, exchanged our fuck faces
It's tasteless
But honey must of missed being treated
Like something more than niggas just tumbling and dudes beating
Her ass behind the silly shit
And I can see it in her eyes she was sick of this
Let's see the sights, it's me tonight
Let's leave him stuck home pacing
Blowing up your pager, exchanging fuck faces
You must be used to all the finer thangs
Infatuated by what money brangs
It seems to me you hoes will never change
So all that's left is for us to exchange
(Too $hort)
I called her up on the phone said I'll be there in a Minute
Cause all them faces she be making when I'm in it
They make a nigga feel like he doing something
The pussy so good have you through with money
But you ain't knowing she's a tramp and a slut and all That shit
Every chance you get you trying to call that bitch
Quite a few niggas got the pussy
But every time I see her got to stop and look
'Cause she so damn fine bitch
I want to make you mine bitch
I want to fuck one time bitch
Short Dogg's on your mind bitch
I give a fuck about any nigga you fuck with
Stuck with, I love the way she suck dick
It make me bust this
It's hard to hold back when it's this good
You said she wouldn't I knew the bitch would
'Cause I'm a veteran, twist them in the game so fast
With this pimping, bitch, you ain't go last
I got to get 'em, let 'em know I'm pimping really
Unless I'm getting paid, the shit is temporary
Exchanging fuck faces, making hella noise
Getting freaky as fuck and go and tell my boys
Cause It's like that, that's how we do this shit, Bitch
(Devin)
Let me holla at 'cha B, Short check this
Just got through fuckin' this bitch, who swallowed my Cum and drank my
Piss
I stuck my fist up in her cock, she didn't budge or Move it
Sucking and Fucking, man she loved to do it
I bust 4, 5, 6
Nuts in her mouth, when she come to my house
I know that's my bitch
And she don't tell nobody shit
She keeps it cool, she said that pussy's mine
And because the way I rhyme, she let me fuch her all The time
I'm thinking about keeping this bitch by my sidee
Girl so fine niggas dreamed they fucked her and lied
But I'm numero uno, the one and onlly
Bitch be all on me chewing my nuts like bologna
Then picked, she licked on my dick like plop
The nut skeeted out like thick white snot
She saw it was still hard and said look what I got
Then rubbed it, hugged, it and shoved it in her cock
Tried to tell her to stop, but the bitch wouldn't listen
I guess a dick that's hard as rock, is what these hoes Be missing
And in return she used her stolen credit cards to by Me casing
And later on she got this bone and gives me fuck Faces
(Tela)
I got a call from Laquesha and some of her neices
Saying its about six or seven dime pieces
We can hook up with no chains and no leashes
Tied to this fucking affair and slow leases
See what we go do is fall through with crushed ice
Man these hoes been talking bout fuckin' for three Nights
Whole damn grill so slick it's kind of nice
Not too expensive, but comfortable and its quiet
The rimmy that she gimme, a phillie and its tranquilized
Thinking to myself at this time and realized
She ain't got on panties so damn it, its in the signs
Somebody's getting fucked tonight to my surprise
Enter the room with the cat ass eyes
Rochelle's who do nails with them thick ass thighs
See I love these kind 'cause they ain't with that Bullshit
Get a nigga off in the room and pull shit
Girl stop licking right there you killing me
Go ahead and touch it right there and fell the P
This some cold blooded shit with a bitch you let me Sit through
Damn hoe I must admit, that's whit it hit me
So I dips into the world of forgotten fuck faces
You getting buck places, drinking, love, and sex Chases
Devin:
You know what I'm saying baby
It's either now or never
Too $hort, Tela, Devin Scarface in style"
34,Fuck You Too,2015,Deeply Rooted (2015),,Scarface,"(Scarface)
You know they always say, man, it's tough being at the top, huh?
I couldn't agree with you more
Jealous hearted motherfucker
Never been able to fuck with me nigga, ever
Super solid from day one
Never put myself in a compromised position, I'm a chess player
And if I did... I'd just shoot my way out
First born to my momma
I come from the place where you're promised
To die before your 21st
You'll be surprised what's underneath the earth
Dug dirt, I put bones there
All my enemies is gone now
I can't sleep through the cold sweats
Flashbacks, I'm a known threat
God fearing yet I'm evil though
I think deep, I believe in ghosts
Ever felt the hand of a dead body?
Then you know why I took my gun and head-shot him
War started over dope cuts
I put what I live by on both nuts
It's either him or me so I say fuck dude
I look him in his eyes and say FUCK YOU!
(Z-Ro)
Fuck you, hey, I been running this shit so long
My M.O. is like ""fuck you!""
You niggas been throwing rocks at the throne
I'mma reach out and touch you
I ain't gotta put no money on your dome
My nigga, fuck you and everything you stand for
Hoe, bitch, pussy nigga, fuck you!
I live like I spit it
Raised by the wolves so my mentality is ""get it""
A life on the streets takes commitment
The power that you gain gets addictive
The money being made gets you bitches
A real nigga played the game like it's business
A weak nigga facing time, go to snitching
Plotting on his whole team 'cause he ain't wanna listen
If it was all good just a week ago
Take your motherfucking charge, that's your key of dope
We all wanna eat, gotta feed folks
Take an oath on the streets called the G code
That's what we live by, die for it
I got homies standing firm doing time for it
We have 5K1 [?] killers [??]
We gon bust that nigga, fuck that nigga!
Fuck you, hey, I been running this shit so long
My M.O. is like ""fuck you!""
You niggas been throwing rocks at the throne
I'mma reach out and touch you
I ain't gotta put no money on your dome
My nigga, fuck you and everything you stand for
Hoe, bitch, pussy nigga, fuck you!
They jealous of me 'cause I shine bright
Grind strong plus my mind right
My gun loaded up in both clips
Jump out on me wrong and meet the four fifth
No shit, this is music you can drive-by
G's the only code we abide by
Blunt burning in the ashtray
Playing faggot games and now your ass chafe
Niggas wearing tight pants and high heels
Claiming another nigga's hood that is not real
I am still the hardest nigga being heard
Fuck he claiming he real when he ain't keep his word?
He ain't fooling me, my nigga, he is just a nerd
Nothing but a rap tune, he ain't seen a bird, word
I talk that shit that I can back, though
Cause that's in my boxing game, I'm in the back, hoe
Talk that big six but pack a double blank
You where trouble ain't
Just another saint, fuck 'em!"
35,Fuck'n With Face,2003,Balls And My Word (2003),,Scarface,"(Scarface)
Fears weightless, I fear none in the physical form
Let us face, nigga, you can't do me no harm
Up here shakin, wishin me well, but deep in you heart
You wantin me close to make sure I don't ease in the dark
And squeeze wit thought, and leave you with the hole in your head
For wantin me dead, but I come to watch you suffer instead
Like burnin your bed, 'cause I don't want your blood on my hands
That's not in my plan, to unstrap it and murda ya man, I murda ya man
And I go home and got your blood on my clothes, and I'll be guilty
But werent you the one who stepped on my toes, So I ain't guilty
At least that's how I see it inside, an eye for an eye
He challenge me and he gotta die, so I send him a kite
To let him know that wasn't right, and he in my sight
And I can't let him leave in the night, and he seein his life
Flashin right in front of his face, for fuckin' wit face
This what you get for fuckin' wit face
(Chorus: repeat 2X)
Open your eyes, 'cause seein is believin my nigga
And stop breathin and now your ass is leavin' my nigga
Protectin your chest, believin you put life in this bitch
???
(Scarface)
Break it down for me
What you want me to do, What you want me to do
What you want me to do, What you want me to do
I got in-trouble rhymes to adapt to in-trouble times
A double nine, in case niggaz get out of line
And heaven knows that I done tried to change but in the midst
Of tryin' to be a better me, trouble was all I could seem to see
And the facts that I know tomorrow ain't promised to be
So from this day forth, Ima be all that I can be
When my cousin turned his back on me, I had to be my own man
Regardless of what the stakes was, Ima play my own hand
And I'm tired of bein let down be my so called friends
And regardless of the bloodshedin, ain't no tears in the end
Father please forgive me for I'm sinnin, forgive us all
But I ain't to blame, the lunatics were in my heart
And I think I need to build another wall
'Cause I don't want the world to see me
'Cause lately these niggaz been tryin' ta eat me
I'm exhausted and my body sleepy, But at lest its hard to rest
I'm a nervous wreck, I walk with stress
I used to walk around with a tech, but nowadays I be like fuck it dawg
You fuck wit me I gots to fuck wit y'all
And revenge is just another word for payback
Payin' you back today for this grudge that I had for you way back
You niggaz knew I wouldn't play that
I sent you bitches to the morgue with two holes in your head, no remorse
Why you think my niggaz call me the boss
'Cause I be dressed up in designer suits
And for the fact that these niggaz know that I'm the truth
And I always look a man in his eyes before I shoot
And when he disrespect this man of respect, there ain't no excuse
I call on the troops, and put them dead on your case
For fuckin' wit face, this what you get for fuckin' wit face
(Scarface)
This nigga tried to hit me yo, but he killed one of my people tho
So now I got to get this ho, they say revenge is expensive so I
Chartered a plane and I hit the coast, when I ran across this kid I know
We spoke briefly but we spoke in code
Tryin' deeply to destroy his soul
I keep it real 'cause the streets is watchin me
??? 'Cause the beats is jockin me
And all in all it was a smooth ride
Except for when this dude tried to hand me this conspiracy
See, I pimp the game like it's a prostitute
And I won't stop until I clock the loot
Misunderstand me and I cock and shoot
Plus, I done learned what to do and what not to do"
36,Funky Lil Nigga,1993,The World Is Yours (1993),,Scarface,"(2low)
You can call me t double o to the l-o-double - yo
I'm 2low, that funky little niggaroe
Comin' back with a brand new cut
And you can new jack swing on my nuts
'Cause I got the shit so tight
A young nigga doin' damage to the mic (you sho' right)
I'm 13, but I ain't dumb
So bring it on if you muthafuckas want some
Cover your dome because it's on once again
And I'm a young nigga that's known to win
I got my street sense from these muthafuckin streets, bitch
And I'm comin' real, 'cause I ain't fuckin' with that weak shit
Pass me the joint and let me kick it for the old folks
All the o.g.'s back in the hood that once sold dope
Jammin ? ? ? I'm leavin' on the next train
Runnin' the game, so when I'm gone I be set, mayn
Got a bank account, so I can stack some g's
And have nice things like cutlass on d's
Fresh candy paint, chicken shit live
And fuckin' with this whip before I'm old enough to drive
My teacher can't stand me 'cause I give him no respect
I ain't sayin' ""m'am, yes m'am"" until you're signin me a check
So you can miss me with that muthafuckin bum shit
I'm gettin' paid makin' maze, fuck the dumb shit
You ain't my mother and I ain't your fuckin' son
So in reality, bitch, you gets none
I'm gettin' busy on this muthafuckin track for ya
Funky - 'cause I'm the funky little nigga
(Nigga, nigga)
'Cause I'm the funky little - nigga
(Nigga, nigga)
He-he-he
'Cause I 'm a funky little nigga
(Nigga, nigga)
(Nigga, nigga)
(2low)
Here we go once again with the real shit
Throw your hands in the air if you can feel this
I bring styles after styles after styles, dukes
I can't be faded with the shit, 'cause I'm a young troop
I sport them nikes, not the reeboks or k-swiss
And while I'm on the subject of feet, let me say this
I kick ass like I'm bruise lot
And let me squash this shit: real niggas do die
Give it to me, baby, let me show you what that deuce like
Let me hit the swisher and let me show you what my juice like
Rippin up shit in '93 like a chainsaw
Makin' niggas say, ""goddamn, that little nigga raw!""
And I can square the shit off right
I'm straight from ? warm cloth? where these niggas don't fist-fight
They got they muthafuckin pistols shootin shit up
Tust enough to get your punk ass lit up
It's not about the set I claim, 'cause I don't bang
I'm just a nigga from the hood who let his nuts hang
And I can give a muthafuck about a nigga if he's bigger
I'm 2low, biatch, the funky little nigga
(Nigga, nigga)
He-he-he
(Scarface)
You'se the funky little what?
(2low)
The funky little - nigga
(Nigga, nigga)
(Scarface)
You'se a funky little nigga
(Nigga, nigga)
He-he
(2low)
The funky little nigga
(Nigga, nigga)
(Scarface)
Let me see if you can fuck with this since you're so funky
Where is cedric?
Where is cedric?
(2low)
Here I am
Here I am
(Scarface)
How are you today, sir?
(2low)
Very high, I thank you
(Scarface)
Smoke one, fool
(2low)
You smoke one, fool
(Scarface, (2low))
Well, it's face kickin shit with the funky little nigga
(I'm the funky little nigga and I'm steady gettin' bigger)
Pass the killer, little nigga, let me hit me some dank
(Pass the bottle, muthafucka, let me hit me some drank)
I passed the forty to my partner, now he's ready to roll
(Crank it up, damn fool, 'cause I'm ready to go)
I be the face (I be the low) and we the real deal
Knockin' niggas on they ass like we evander holyfield
(Fuckin' up the beat is what I'm known for)
And the funky little nigga is who this muthafuckin song's for
Once upon a time there lived lucky
Lucky got fucked because lucky tried to fuck me
(Tried to fuck you how?) hey yo, I gave the boy some shit
He came up short, then he got his ass sidekicked
Had to cut him up like a tractor
Pick-pick-pick muthafucka, I holler atcha
(But you ain't gotta fuck with that snow no mo')
Why you say that, low? ('cause I'm the funky little niggaroe)
I couldn't hear you
You'se the funky little what?
(I'm the funky little - nigga)
(Nigga, nigga)
I'm the funky little - nigga
(Nigga, nigga)
(Nigga, nigga)"
